URL,Version,Status,OIDs,Name,Title,Description,Used
http://snomed.info/sct,null,active,"2.16.840.1.113883.6.96",SNOMED_CT,SNOMED CT (all versions),"SNOMED CT is the most comprehensive and precise clinical health terminology product in the world, owned and distributed around the world by The International Health Terminology Standards Development Organisation (IHTSDO).","ValueSet/device-kind,ValueSet/performer-role,ValueSet/condition-stage,ValueSet/referencerange-appliesto,ValueSet/specimen-container-type,ValueSet/procedure-reason,ValueSet/procedure-outcome,ValueSet/procedure-followup,ValueSet/condition-code,ValueSet/specimen-collection-method,ValueSet/device-action,ValueSet/condition-stage-type,ValueSet/procedure-not-performed-reason,ValueSet/medication-codes,ValueSet/observation-methods,ValueSet/body-site,ValueSet/procedure-code,ValueSet/reason-medication-status-codes,ValueSet/condition-severity"
http://terminology.hl7.org/CodeSystem/condition-category,2.0.0,active,"2.16.840.1.113883.4.642.1.1073",ConditionCategoryCodes,Condition Category Codes,"Preferred value set for Condition Categories.","ValueSet/condition-category"
http://terminology.hl7.org/CodeSystem/condition-clinical,3.0.0,active,"2.16.840.1.113883.4.642.1.1074",ConditionClinicalStatusCodes,Condition Clinical Status Codes,"Preferred value set for Condition Clinical Status.","ValueSet/condition-clinical"
http://terminology.hl7.org/CodeSystem/condition-ver-status,2.0.1,active,"2.16.840.1.113883.4.642.1.1075",ConditionVerificationStatus,ConditionVerificationStatus,"The verification status to support or decline the clinical status of the condition or diagnosis.","ValueSet/condition-ver-status"
http://terminology.hl7.org/CodeSystem/data-absent-reason,2.0.0,active,"2.16.840.1.113883.4.642.4.1048",DataAbsentReason,DataAbsentReason,"Used to specify why the normally expected content of the data element is missing.","ValueSet/data-absent-reason"
http://terminology.hl7.org/CodeSystem/observation-category,2.0.0,active,"2.16.840.1.113883.4.642.1.1125",ObservationCategoryCodes,Observation Category Codes,"Observation Category codes.","ValueSet/observation-category"
http://terminology.hl7.org/CodeSystem/referencerange-meaning,1.0.1,active,"2.16.840.1.113883.4.642.1.1124",ObservationReferenceRangeMeaningCodes,Observation Reference Range Meaning Codes,"This value set defines a set of codes that can be used to indicate the meaning/use of a reference range for a particular target population.","ValueSet/referencerange-meaning"
http://terminology.hl7.org/CodeSystem/v2-0131,3.0.0,active,"2.16.840.1.113883.18.58",ContactRole2,contactRole2,"Code system of concepts which specify a relationship role that the next of kin/associated parties plays with regard to the patient. Also used in referrals, for example, it may be necessary to identify the contact representative at the clinic that sent a referral. Used in HL7 Version 2 messaging in the NK1 and CTD segments after 2.5, when it replace 2.16.840.1.113883.18.57.","ValueSet/patient-contactrelationship"
http://terminology.hl7.org/CodeSystem/v2-0371,3.0.0,active,"2.16.840.1.113883.18.229",AdditivePreservative,additivePreservative,"HL7-defined code system of concepts specifying any additive introduced to the specimen before or at the time of collection.  These additives may be introduced in order to preserve, maintain or enhance the particular nature or component of the specimen.  Used in HL7 Version 2.x messaging in the SPM and SAC segments.","ValueSet/v2-0371"
http://terminology.hl7.org/CodeSystem/v2-0373,3.0.0,active,"2.16.840.1.113883.18.231",Treatment,treatment,"Code system of concepts that identify the specimen treatment performed during lab processing.  Used in the Interaction Specimen Container Detail (SAC) segment in HL7 Version 2.x messaging.","ValueSet/specimen-processing-procedure"
http://terminology.hl7.org/CodeSystem/v2-0493,3.0.0,active,"2.16.840.1.113883.18.317",SpecimenCondition,specimenCondition,"Code system of concepts specifying a mode or state of being that describes the nature of the specimen.  Used in HL7 Version 2.x messaging in the SPM segment.","ValueSet/v2-0493"
http://terminology.hl7.org/CodeSystem/v2-0916,3.0.0,active,"2.16.840.1.113883.18.422",RelevantClincialInformation,relevantClincialInformation,"Code system of concepts specifying additional clinical information about the patient or specimen to report the supporting and/or suspected diagnosis and clinical findings on requests for interpreted diagnostic studies. Used in HL7 Version 2.x messaging in the OBR segment.","ValueSet/v2-0916"
http://terminology.hl7.org/CodeSystem/v3-MaritalStatus,5.0.0,active,"2.16.840.1.113883.5.2",MaritalStatus,MaritalStatus,"\* \* \* No description supplied \* \* \*    *Open Issue:* The specific meanings of these codes can vary somewhat by jurisdiction and implementation so caution should be used when determining equivalency.    *Open Issue:* fixing and completion of the hierarchy and proper good definitions of all the concepts is badly needed.","ValueSet/marital-status"
http://terminology.hl7.org/CodeSystem/v3-NullFlavor,4.0.0,active,"2.16.840.1.113883.5.1008",NullFlavor,NullFlavor,"A collection of codes specifying why a valid value is not present.","ValueSet/marital-status"
http://terminology.hl7.org/CodeSystem/v3-ObservationInterpretation,4.0.0,active,"2.16.840.1.113883.5.83",ObservationInterpretation,ObservationInterpretation,"One or more codes providing a rough qualitative interpretation of the observation, such as ""normal"" / ""abnormal"", ""low"" / ""high"", ""better"" / ""worse"", ""resistant"" / ""susceptible"", ""expected"" / ""not expected"". The value set is intended to be for ANY use where coded representation of an interpretation is needed.","ValueSet/observation-interpretation"
http://www.genenames.org,3.1.0,active,"2.16.840.1.113883.6.281",HGNCGenes,HUGO Gene Nomenclature Committee Genes,"""The HGNC is responsible for approving unique symbols and names for human loci, including protein coding genes, ncRNA genes and pseudogenes, to allow unambiguous scientific communication.""    The HGNC gene table carries gene IDs, gene symbols and full gene names. Guidance from HGNC confirms that gene symbols are not unique across species and have been known to change in some instances. Thus the commonly used gene symbols should be encoded in FHIR as ""displays"" with the corresponding IDs (beginning with ""HGNC:"") as the ""codes"".    ""For each known human gene we approve a gene name and symbol (short-form abbreviation). All approved symbols are stored in the HGNC database,[www.genenames.org](https://www.genenames.org/tools/search), a curated online repository of HGNC-approved gene nomenclature, gene groups and associated resources including links to genomic, proteomic and phenotypic information. Each symbol is unique and we ensure that each gene is only given one approved gene symbol. It is necessary to provide a unique symbol for each gene so that we and others can talk about them, and this also facilitates electronic data retrieval from publications and databases.""    HGNC also provides an index on gene families/groups. GeneGroup IDs do not begin with ""HGNC:"", so care must be made to ensure alignment of concepts when viewing an HGNC ID from an older system that may be referring to the GeneID and not a gene group. For example, 588 refers to the HLA gene family, but HGNC:588 identifies the ATG12 gene. To provide clarity for systems that do not distinguish codes from genes and gene families, use ""http://www.genenames.org"" for genes and ""http://www.genenames.org/genegroup"" for gene families as code system URIs.    For more information on HGNC Gene Groups, see [https://terminology.hl7.org/CodeSystem-HGNCGeneGroup.html](https://terminology.hl7.org/CodeSystem-HGNCGeneGroup.html).    Historically, HGNC gene symbols were used with the HL7 coded data type. For example, in the HL7 messages specified according to the HL7 V2 Clinical Genomics Fully LOINC-Qualified Genetic Variation Model Implementation Guide, HGNC gene symbols were used as the observation values for gene identifiers. For example, OBX 1 CWE 48018-6^Gene identifier^ BRCA1^HGNC. Please note that gene symbols may be present in legacy systems, but GeneID should be used to exchange HGNC gene information in current implementations.    HGNC is a free database for the public.    Versioning Information: The version of the HGNC database is reported using the last updated date. The last updated date is posted on the main HGNC Search screen in the format like ""2024-07-25"".    Current, monthly and quarterly HGNC dataset files are published.    Please see https://www.genenames.org/ for more info.","ValueSet/GeneNomenclatureVS"
https://www.cancercoreeurope.eu/fhir/core/CodeSystem/DiagnosticConfirmationCS,0.6.2,draft,,DiagnosticConfirmationCS,Diagnostic Confirmation CS,"Diagnostic backup","ValueSet/DiagnosticConfirmationVS"
https://www.cancercoreeurope.eu/fhir/core/CodeSystem/GeneticVariantCS,0.6.2,draft,,GeneticVariantCS,Genetic Variant CS,"VitalStatus","ValueSet/GeneticVariantVS"
https://www.cancercoreeurope.eu/fhir/core/CodeSystem/GradingCS,0.6.2,draft,,GradingCS,Grading CS,"Grading (degree of differentiation of the tumor)","ValueSet/GradingVS"
https://www.cancercoreeurope.eu/fhir/core/CodeSystem/ICDOVersionCS,0.6.2,draft,,ICDOVersionCS,ICDO Version CS,"ICD-O-3 Version","ValueSet/ICDOVersionVS"
https://www.cancercoreeurope.eu/fhir/core/CodeSystem/ICDVersionCS,0.6.2,draft,,ICDVersionCS,ICD Version CS,"Version of the ICD-10-GM","ValueSet/ICDVersionVS"
https://www.cancercoreeurope.eu/fhir/core/CodeSystem/LocalAssessmentResidualTumorCS,0.6.2,draft,,LocalAssessmentResidualTumorCS,Local Assessment Residual Tumor CS,"ResidualTumor","ValueSet/LocalAssessmentResidualTumorVS"
https://www.cancercoreeurope.eu/fhir/core/CodeSystem/OPIntentionCS,0.6.2,draft,,OPIntentionCS,OP Intention CS,"OP Intention","ValueSet/OPIntentionVS"
https://www.cancercoreeurope.eu/fhir/core/CodeSystem/OPOPSVersionCS,0.6.2,draft,,OPOPSVersionCS,OPOPS Version CS,"OPS Version according to Schema","ValueSet/OPOPSVersionVS"
https://www.cancercoreeurope.eu/fhir/core/CodeSystem/OverallAssessmentResidualTumorCS,0.6.2,draft,,OverallAssessmentResidualTumorCS,Overall Assessment Residual Tumor CS,"Residual Tumor","ValueSet/OverallAssessmentResidualTumorVS"
https://www.cancercoreeurope.eu/fhir/core/CodeSystem/ProgressionLocalTumorStatusCS,0.6.2,draft,,ProgressionLocalTumorStatusCS,Progression Local Tumor Status CS,"Progression of local Tumor status","ValueSet/ProgressionLocalTumorStatusVS"
https://www.cancercoreeurope.eu/fhir/core/CodeSystem/SYSTIntentionCS,0.6.2,draft,,SYSTIntentionCS,SYST Intention CS,"Intention","ValueSet/SYSTIntentionVS"
https://www.cancercoreeurope.eu/fhir/core/CodeSystem/SYSTTherapyTypeCS,0.6.2,draft,,SYSTTherapyTypeCS,SYST Therapy Type CS,"Type of Therapy","ValueSet/SYSTTherapyTypeVS"
https://www.cancercoreeurope.eu/fhir/core/CodeSystem/SampleMaterialTypeCS,0.6.2,draft,,SampleMaterialTypeCS,Sample Material Type,"The type of material the sample consists of.","ValueSet/SampleMaterialTypeVS"
https://www.cancercoreeurope.eu/fhir/core/CodeSystem/SurgicalComplicationsCS,0.6.2,draft,,SurgicalComplicationsCS,Surgical Complications CS,"Surgical Complications","ValueSet/SurgicalComplicationsVS"
https://www.cancercoreeurope.eu/fhir/core/CodeSystem/TNMLCategoryCS,0.6.2,draft,,TNMLCategoryCS,TNML Category CS,"Lymphatic vessel invasion. Generally occurs as part of a pTNM","ValueSet/TNMLCategoryVS"
https://www.cancercoreeurope.eu/fhir/core/CodeSystem/TNMMCS,0.6.2,draft,,TNMMCS,TNMM CS,"TNM M-Category","ValueSet/TNMMVS"
https://www.cancercoreeurope.eu/fhir/core/CodeSystem/TNMNCS,0.6.2,draft,,TNMNCS,TNMN CS,"TNM N-Category","ValueSet/TNMNVS"
https://www.cancercoreeurope.eu/fhir/core/CodeSystem/TNMPnCategoryCS,0.6.2,draft,,TNMPnCategoryCS,TNMPn Category CS,"Perineural invasion. Generally occurs as part of a pTNM.","ValueSet/TNMPnCategoryVS"
https://www.cancercoreeurope.eu/fhir/core/CodeSystem/TNMSCategoryCS,0.6.2,draft,,TNMSCategoryCS,TNMS Category CS,"Perineural invasion. Generally occurs as part of a pTNM.","ValueSet/TNMSCategoryVS"
https://www.cancercoreeurope.eu/fhir/core/CodeSystem/TNMTCS,0.6.2,draft,,TNMTCS,TNMT CS,"TNM T-Category","ValueSet/TNMTVS"
https://www.cancercoreeurope.eu/fhir/core/CodeSystem/TNMVCategoryCS,0.6.2,draft,,TNMVCategoryCS,TNMV Category CS,"Vein invasion. Generally performed as part of a pTNM.","ValueSet/TNMVCategoryVS"
https://www.cancercoreeurope.eu/fhir/core/CodeSystem/TNMVersionCS,0.6.2,draft,,TNMVersionCS,TNM Version CS,"TNM Version","ValueSet/TNMVersionVS"
https://www.cancercoreeurope.eu/fhir/core/CodeSystem/TNMmSymbolCS,0.6.2,draft,,TNMmSymbolCS,TNMm Symbol CS,"TNM m-Symbol","ValueSet/TNMmSymbolVS"
https://www.cancercoreeurope.eu/fhir/core/CodeSystem/TNMrSymbolCS,0.6.2,draft,,TNMrSymbolCS,TNMr Symbol CS,"TNM r-Symbol","ValueSet/TNMrSymbolVS"
https://www.cancercoreeurope.eu/fhir/core/CodeSystem/TNMySymbolCS,0.6.2,draft,,TNMySymbolCS,TNMy Symbol CS,"TNM y-Symbol","ValueSet/TNMySymbolVS"
https://www.cancercoreeurope.eu/fhir/core/CodeSystem/TumorSiteLocationCS,0.6.2,draft,,TumorSiteLocationCS,Tumor Site Location CS,"Lateral location of the tumor","ValueSet/TumorSiteLocationVS"
https://www.cancercoreeurope.eu/fhir/core/CodeSystem/UICCStageCS,0.6.2,draft,,UICCStageCS,UICC Stage CS,"UICC Stage","ValueSet/UICCStageVS"
https://www.cancercoreeurope.eu/fhir/core/CodeSystem/VitalStatusCS,0.6.2,draft,,VitalStatusCS,Vital Status CS,"VitalStatus","ValueSet/VitalStatusVS"
https://www.cancercoreeurope.eu/fhir/core/CodeSystem/YNUCS,0.6.2,draft,,YNUCS,YNU CS,"Yes / No / Unknown","ValueSet/YNUVS"
